Exchange;Time;Side;Price;Size;Instrument
Deribit;1596789129;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789129;Sell;Market;1800;BTC-PERPETUAL
Deribit;1596789130;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789130;Sell;Market;1800;BTC-PERPETUAL
ByBit;1596789138;Buy;Market;500;BTCUSD
Deribit;1596789142;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789142;Buy;Market;-6000;BTC-PERPETUAL
Deribit;1596789143;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789143;Buy;Market;-6000;BTC-PERPETUAL
Deribit;1596789144;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789144;Buy;Market;-6000;BTC-PERPETUAL
Deribit;1596789145;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789145;Buy;Market;-6000;BTC-PERPETUAL
Deribit;1596789146;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789146;Buy;Market;-6000;BTC-PERPETUAL
Deribit;1596789147;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789147;Buy;Market;-6000;BTC-PERPETUAL
Deribit;1596789148;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789148;Buy;Market;-6000;BTC-PERPETUAL
Deribit;1596789149;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789149;Buy;Market;-6000;BTC-PERPETUAL
Deribit;1596789150;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789150;Buy;Market;-4950;BTC-PERPETUAL
Deribit;1596789151;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789151;Buy;Market;-4800;BTC-PERPETUAL
Deribit;1596789152;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789152;Buy;Market;-4650;BTC-PERPETUAL
Deribit;1596789158;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789158;Buy;Market;-4350;BTC-PERPETUAL
Deribit;1596789159;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789159;Buy;Market;-4350;BTC-PERPETUAL
Deribit;1596789160;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789160;Buy;Market;-4200;BTC-PERPETUAL
Deribit;1596789161;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789161;Buy;Market;-4050;BTC-PERPETUAL
Deribit;1596789165;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789165;Buy;Market;-3750;BTC-PERPETUAL
Deribit;1596789167;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789167;Buy;Market;-3600;BTC-PERPETUAL
Deribit;1596789168;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789168;Buy;Market;-3600;BTC-PERPETUAL
Deribit;1596789169;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789169;Buy;Market;-3450;BTC-PERPETUAL
Deribit;1596789170;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789170;Buy;Market;-3300;BTC-PERPETUAL
Deribit;1596789171;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789171;Buy;Market;-3300;BTC-PERPETUAL
Deribit;1596789172;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789172;Buy;Market;-3000;BTC-PERPETUAL
Deribit;1596789173;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789173;Buy;Market;-3000;BTC-PERPETUAL
Deribit;1596789174;Buy;Market;-3000;BTC-PERPETUAL
Deribit;1596789174;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789175;Buy;Market;-3000;BTC-PERPETUAL
Deribit;1596789175;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789176;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789176;Buy;Market;-3000;BTC-PERPETUAL
Deribit;1596789177;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789177;Buy;Market;-3000;BTC-PERPETUAL
Deribit;1596789182;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789182;Buy;Market;-1950;BTC-PERPETUAL
Deribit;1596789184;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789184;Buy;Market;-1950;BTC-PERPETUAL
Deribit;1596789185;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789185;Buy;Market;-1950;BTC-PERPETUAL
Deribit;1596789187;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789187;Buy;Market;-1950;BTC-PERPETUAL
Deribit;1596789190;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789190;Buy;Market;-1350;BTC-PERPETUAL
Deribit;1596789191;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789191;Buy;Market;-1350;BTC-PERPETUAL
Deribit;1596789196;Buy;Market;-1050;BTC-PERPETUAL
Deribit;1596789196;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789198;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789198;Buy;Market;-900;BTC-PERPETUAL
Deribit;1596789199;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789199;Buy;Market;-900;BTC-PERPETUAL
Deribit;1596789200;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789200;Buy;Market;-600;BTC-PERPETUAL
Deribit;1596789203;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789203;Buy;Market;-450;BTC-PERPETUAL
Deribit;1596789204;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789204;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789205;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789205;Buy;Market;-150;BTC-PERPETUAL
Deribit;1596789206;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789247;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789247;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789248;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789248;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789249;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789249;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789250;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789251;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789252;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789252;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789279;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789279;Buy;Market;-1350;BTC-PERPETUAL
Deribit;1596789282;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789282;Buy;Market;-1350;BTC-PERPETUAL
Deribit;1596789283;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789283;Buy;Market;-1200;BTC-PERPETUAL
Deribit;1596789413;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789414;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789414;Buy;Market;-900;BTC-PERPETUAL
Deribit;1596789415;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789415;Buy;Market;-900;BTC-PERPETUAL
Deribit;1596789419;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789419;Buy;Market;-450;BTC-PERPETUAL
Deribit;1596789421;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789421;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789422;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789422;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789432;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789433;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789434;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789435;Sell;Market;150;BTC-PERPETUAL
ByBit;1596789435;Buy;Market;500;BTCUSD
Deribit;1596789439;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789440;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789441;Sell;Market;150;BTC-PERPETUAL
ByBit;1596789455;Buy;Market;500;BTCUSD
Deribit;1596789469;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789470;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789473;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789474;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789477;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789478;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789479;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789480;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789481;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789482;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789484;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789485;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789488;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789489;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789490;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789491;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789492;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789493;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789494;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789496;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789497;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789498;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789499;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789501;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789502;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789503;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789505;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789506;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789507;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789508;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789509;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789510;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789511;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789512;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789513;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789514;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789515;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789516;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789517;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789518;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789519;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789520;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789521;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789522;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789523;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789524;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789525;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789528;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789530;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789531;Sell;Market;-1050;BTC-PERPETUAL
Deribit;1596789532;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789534;Sell;Market;-1200;BTC-PERPETUAL
Deribit;1596789536;Sell;Market;-1200;BTC-PERPETUAL
Deribit;1596789538;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789539;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789541;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789541;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789543;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789544;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789545;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789547;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789548;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789549;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789550;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789552;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789553;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789554;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789556;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789561;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789562;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789563;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789564;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789565;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789566;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789567;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789568;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789570;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789571;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789572;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789573;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789574;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789576;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789580;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789581;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789582;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789583;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789586;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789587;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789591;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789594;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789595;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789601;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789606;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789611;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789612;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789616;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789617;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789618;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789620;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789621;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789622;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789623;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789624;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789626;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789627;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789630;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789633;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789634;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789635;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789639;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789640;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789645;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789649;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789650;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789655;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789659;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789660;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789667;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789670;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789673;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789673;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789678;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789681;Sell;Market;-1500;BTC-PERPETUAL
Deribit;1596789683;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789683;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789685;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789687;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789689;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789690;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789691;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789695;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789696;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789698;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789699;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789700;Sell;Market;-3000;BTC-PERPETUAL
Deribit;1596789701;Sell;Market;-3000;BTC-PERPETUAL
Deribit;1596789702;Sell;Market;-3000;BTC-PERPETUAL
Deribit;1596789703;Sell;Market;-3000;BTC-PERPETUAL
Deribit;1596789704;Sell;Market;-3000;BTC-PERPETUAL
Deribit;1596789705;Sell;Market;-3000;BTC-PERPETUAL
Deribit;1596789706;Sell;Market;-3000;BTC-PERPETUAL
Deribit;1596789708;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789709;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789710;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789711;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789713;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789714;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789715;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789716;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789718;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789724;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789731;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789732;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789733;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789734;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789735;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789738;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789739;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789740;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789742;Sell;Market;-3150;BTC-PERPETUAL
Deribit;1596789820;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789821;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789822;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789823;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789826;Sell;Market;-2550;BTC-PERPETUAL
Deribit;1596789826;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789826;Buy;Market;-2550;BTC-PERPETUAL
Deribit;1596789826;Sell;Market;-2550;BTC-PERPETUAL
Deribit;1596789826;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789826;Buy;Market;-2550;BTC-PERPETUAL
Deribit;1596789828;Sell;Market;-2550;BTC-PERPETUAL
Deribit;1596789828;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789828;Buy;Market;-2550;BTC-PERPETUAL
Deribit;1596789829;Sell;Market;-2550;BTC-PERPETUAL
Deribit;1596789829;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789829;Buy;Market;-2550;BTC-PERPETUAL
Deribit;1596789832;Sell;Market;-2550;BTC-PERPETUAL
Deribit;1596789832;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789832;Buy;Market;-2550;BTC-PERPETUAL
Deribit;1596789834;Sell;Market;-2550;BTC-PERPETUAL
Deribit;1596789834;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789834;Buy;Market;-2550;BTC-PERPETUAL
Deribit;1596789838;Sell;Market;-1650;BTC-PERPETUAL
Deribit;1596789838;Buy;Market;-1650;BTC-PERPETUAL
Deribit;1596789838;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789839;Sell;Market;-1650;BTC-PERPETUAL
Deribit;1596789839;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789839;Buy;Market;-1650;BTC-PERPETUAL
Deribit;1596789842;Sell;Market;-1350;BTC-PERPETUAL
Deribit;1596789842;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789842;Buy;Market;-1350;BTC-PERPETUAL
Deribit;1596789843;Sell;Market;-1350;BTC-PERPETUAL
Deribit;1596789843;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789843;Buy;Market;-1350;BTC-PERPETUAL
Deribit;1596789844;Sell;Market;-1350;BTC-PERPETUAL
Deribit;1596789844;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789844;Buy;Market;-1350;BTC-PERPETUAL
Deribit;1596789845;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789845;Sell;Market;-1350;BTC-PERPETUAL
Deribit;1596789845;Buy;Market;-1350;BTC-PERPETUAL
Deribit;1596789848;Sell;Market;-1350;BTC-PERPETUAL
Deribit;1596789848;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789848;Buy;Market;-1350;BTC-PERPETUAL
Deribit;1596789849;Sell;Market;-750;BTC-PERPETUAL
Deribit;1596789849;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789849;Buy;Market;-750;BTC-PERPETUAL
Deribit;1596789850;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789850;Buy;Market;-600;BTC-PERPETUAL
Deribit;1596789852;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789852;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789853;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789853;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789854;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789854;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789855;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789855;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789856;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789856;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789857;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789857;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789858;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789858;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789859;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789859;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789860;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789860;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789861;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789861;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789862;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789862;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789863;Buy;Market;150;BTC-PERPETUAL
Deribit;1596789863;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596789982;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789982;Sell;Market;1500;BTC-PERPETUAL
Deribit;1596789983;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789983;Sell;Market;1500;BTC-PERPETUAL
Deribit;1596789984;Sell;Market;150;BTC-PERPETUAL
Deribit;1596789984;Sell;Market;1500;BTC-PERPETUAL
Deribit;1596789996;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596789997;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596789999;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790002;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790003;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790004;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790005;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790006;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790007;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790009;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790010;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790011;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790014;Sell;Market;-3450;BTC-PERPETUAL
Deribit;1596790142;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790142;Buy;Market;-3450;BTC-PERPETUAL
Deribit;1596790143;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790143;Buy;Market;-3450;BTC-PERPETUAL
Deribit;1596790144;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790144;Buy;Market;-3450;BTC-PERPETUAL
Deribit;1596790145;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790145;Buy;Market;-3450;BTC-PERPETUAL
Deribit;1596790146;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790146;Buy;Market;-3000;BTC-PERPETUAL
Deribit;1596790147;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790147;Buy;Market;-3000;BTC-PERPETUAL
Deribit;1596790150;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790150;Buy;Market;-3000;BTC-PERPETUAL
Deribit;1596790152;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790152;Buy;Market;-2400;BTC-PERPETUAL
Deribit;1596790159;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790159;Buy;Market;-2250;BTC-PERPETUAL
Deribit;1596790160;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790160;Buy;Market;-2250;BTC-PERPETUAL
Deribit;1596790161;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790161;Buy;Market;-2250;BTC-PERPETUAL
Deribit;1596790165;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790165;Buy;Market;-1800;BTC-PERPETUAL
Deribit;1596790166;Buy;Market;-1800;BTC-PERPETUAL
Deribit;1596790166;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790178;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790178;Buy;Market;-1500;BTC-PERPETUAL
Deribit;1596790179;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790179;Buy;Market;-1500;BTC-PERPETUAL
Deribit;1596790183;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790183;Buy;Market;-1200;BTC-PERPETUAL
Deribit;1596790187;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790187;Buy;Market;-1050;BTC-PERPETUAL
Deribit;1596790191;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790191;Buy;Market;-900;BTC-PERPETUAL
Deribit;1596790194;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790194;Buy;Market;-750;BTC-PERPETUAL
Deribit;1596790195;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790195;Buy;Market;-600;BTC-PERPETUAL
Deribit;1596790196;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790196;Buy;Market;-450;BTC-PERPETUAL
Deribit;1596790197;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790197;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596790200;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790200;Buy;Market;-150;BTC-PERPETUAL
Deribit;1596790202;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790283;Buy;Market;150;BTC-PERPETUALDeribit;1596790556;Sell;Market;300;BTC-PERPETUAL
Deribit;1596790557;Sell;Market;300;BTC-PERPETUAL
Deribit;1596790559;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790559;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596790560;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790560;Buy;Market;-300;BTC-PERPETUAL
Deribit;1596790561;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790561;Buy;Market;-150;BTC-PERPETUAL
Deribit;1596790562;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790616;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790618;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790647;Buy;Market;150;BTC-PERPETUAL
Deribit;1596790650;Buy;Market;150;BTC-PERPETUAL
