-11110.26-11110.32-11104.43
-11102.95
-11102.8
-11102.69
-2.6304999999993015
-0.6804999999985739
0.6295000000009168
0.779500000000553
0.7895000000007713
-6.393898169999375
-5.4938981699997385
-5.693898170000466
-5.693898170000466
-5.693898170000466
-6.203898170000684
-6.23389816999952
-6.23389816999952
-6.373898170000757
-6.613898170000539
-4.145999979999033
-4.155999979999251
-11102.62
-11103.62
-11123.26
-11123.18
-11123.11
-11123.48
-6.559999999999491
-6.460000000000946
-6.290000000000873
-6.319999999999709
-6.520000000000437
-6.520000000000437
-6.520000000000437
-6.520000000000437
-6.3400000000001455
-6.3400000000001455
-6.290000000000873
-6.290000000000873
-6.290000000000873
-6.290000000000873
-6.829999999999927
-7
-7.149999999999636
-7.020000000000437
-6.829999999999927
-6.969999999999345
-7.049999999999272
-6.889999999999418
-6.889999999999418
-6.8799999999992
-6.889999999999418
-6.510000000000218
-6.920000000000073
-6.420000000000073
-6.610000000000582
-6.610000000000582
-6.739999999999782
-7.040000000000873
-7.040000000000873
-7.059999999999491
-6.969999999999345
-6.969999999999345
-7.210000000000946
-7.210000000000946
-7.270000000000437
-7.270000000000437
-7.239999999999782
-7.149988959999973
-7.149988959999973
-11136.82
-11136.83
-11136.94
-8.687899990000005
-9.207899990000442
-9.227899990000878
-9.28789999000037
-9.367899990000296
-9.587895779999599
-9.597895779999817
-9.597895779999817
-9.597895779999817
-9.657895780001127
-1.9970000100001926
-1.9470000099991012
-1.9570000099993194
-1.9570000099993194
-2.007000010000411
-10.569999970000936
-10.60999996999999
-10.709999970000354
-11.28999997000028
-11.22999997000079
-8.850499999998647
-8.550499999999374
-8.790499999999156
-9.160499999999956
-9.510499999998501
-9.530499999998938
-9.620499999999083
-9.630499999999302
-9.620499999999083
-9.620499999999083
-9.550499999999374
-9.660499999999956
-10.030499999998938
-9.860499999998865
-9.860499999998865
-10.060499999999593
-11.030499999998938
-10.790499999999156
-10.980499999999665
-11.050499999999374
-10.940499999998792
-10.610499999998865
-10.590499999998428
-10.610499999998865
-10.940499999998792
-8.755899910000153
-8.765899910000371
-8.845899910000298
-8.865899910000735
-8.565899909999644
-8.005899910000153
-7.235899909999716
-7.255899910000153
-7.005899910000153
-6.515899910000371
-11.103927890000705
-11.273927890000778
-11.413927890000195
-11.38392789000136
-11.31392789000165
-9.425300000000789
-9.425300000000789
-9.935300000001007
-10.23530000000028
-10.60530000000108
-10.565300000000207
-10.655300000000352
-10.645300000000134
-10.755300000000716
-10.935300000001007
-10.73530000000028
-10.745300000000498
-10.705300000001444
-10.845300000000861
-10.935300000001007
-10.935300000001007
-11.815300000000207
-11.945300000001225
-11.955300000001444
-12.055299999999988
-12.345300000000861
-12.455300000001444
